Year,Month,Company,Product,Customer Category,Customer,MJPRDesc,Region,Product Detail,No. of People,SalesOffice,Sales Channel,Price,Regional Manager,Sales Head
2022,February,BGSW,Support,Standard,Google,Maintenance,South,Support,2,Hyderabad,Internal,3573.33,Anil Kumar,Ravi Shankar
2022,March,BGSW,Support,Basic,TCS,Maintenance,North,Consulting,5,Bangalore,External,892.54,Priya Singh,Manoj Verma
2021,June,BGSW,Services,Premium,Infosys,Workpacket,South,Consulting,8,Hyderabad,Internal,4738.18,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Premium,Infosys,Workpacket,East,Services,3,Bangalore,External,2977.23,Meena Das,Sourav Roy
2023,March,BGSW,Support,Standard,Wipro,Support,East,Software,2,Mumbai,External,2856.93,Meena Das,Sourav Roy
2021,May,BGSW,Support,Basic,Amazon,Maintenance,South,Services,10,Hyderabad,Internal,3833.22,Anil Kumar,Ravi Shankar
2022,June,BGSW,Services,Premium,BBG,Upgrade,West,Software,7,Chennai,External,1431.16,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Consulting,Basic,Wipro,Support,South,Software,9,Kolkata,External,1865.35,Anil Kumar,Ravi Shankar
2022,June,BGSW,Support,Basic,Microsoft,Workpacket,North,Consulting,1,Chennai,Internal,1813.29,Priya Singh,Manoj Verma
2022,February,BGSW,Support,Premium,Wipro,Workpacket,North,Consulting,9,Hyderabad,Internal,3418.9,Priya Singh,Manoj Verma
2022,January,BGSW,Support,Basic,Amazon,Upgrade,East,Support,6,Hyderabad,Internal,4207.69,Meena Das,Sourav Roy
2023,March,BGSW,Consulting,Standard,Microsoft,Support,North,Software,5,Kolkata,Internal,4175.81,Priya Singh,Manoj Verma
2022,March,BGSW,Consulting,Basic,Wipro,Upgrade,North,Consulting,8,Bangalore,External,2158.88,Priya Singh,Manoj Verma
2021,April,BGSW,Consulting,Standard,Amazon,Workpacket,West,Consulting,10,Mumbai,Internal,3414.04,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Consulting,Standard,Wipro,Workpacket,South,Services,3,Hyderabad,External,1603.64,Anil Kumar,Ravi Shankar
2021,June,BGSW,Consulting,Basic,TCS,Support,West,Services,7,Mumbai,Internal,995.16,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Consulting,Premium,TCS,Support,South,Support,3,Kolkata,Internal,4065.8,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Basic,Microsoft,Workpacket,South,Consulting,8,Chennai,External,4169.59,Anil Kumar,Ravi Shankar
2022,April,BGSW,Consulting,Premium,Microsoft,Maintenance,East,Services,1,Hyderabad,Internal,2950.89,Meena Das,Sourav Roy
2023,April,BGSW,Consulting,Premium,Amazon,Support,South,Consulting,7,Mumbai,Internal,2089.89,Anil Kumar,Ravi Shankar
2021,June,BGSW,Software,Basic,Wipro,Support,East,Software,3,Hyderabad,Internal,957.81,Meena Das,Sourav Roy
2022,January,BGSW,Support,Premium,Google,Support,East,Services,10,Bangalore,Internal,2428.83,Meena Das,Sourav Roy
2023,February,BGSW,Software,Premium,Wipro,Maintenance,East,Support,6,Hyderabad,External,4623.05,Meena Das,Sourav Roy
2022,June,BGSW,Services,Premium,TCS,Workpacket,East,Consulting,6,Bangalore,External,2510.13,Meena Das,Sourav Roy
2021,January,BGSW,Software,Basic,Google,Workpacket,West,Services,6,Bangalore,Internal,3953.91,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Software,Standard,Wipro,Upgrade,East,Support,3,Kolkata,Internal,2224.33,Meena Das,Sourav Roy
2023,May,BGSW,Software,Basic,Infosys,Workpacket,West,Software,2,Chennai,External,2871.26,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Consulting,Standard,Microsoft,Workpacket,North,Services,6,Chennai,External,4809.27,Priya Singh,Manoj Verma
2021,March,BGSW,Support,Premium,Google,Upgrade,South,Consulting,9,Mumbai,Internal,1448.32,Anil Kumar,Ravi Shankar
2021,June,BGSW,Consulting,Premium,Wipro,Workpacket,North,Software,1,Kolkata,External,2172.58,Priya Singh,Manoj Verma
2023,May,BGSW,Services,Standard,TCS,Workpacket,South,Services,3,Delhi,Internal,855.47,Anil Kumar,Ravi Shankar
2021,May,BGSW,Software,Premium,TCS,Workpacket,South,Software,3,Kolkata,External,2615.83,Anil Kumar,Ravi Shankar
2022,June,BGSW,Services,Standard,Microsoft,Workpacket,East,Services,1,Chennai,Internal,2764.83,Meena Das,Sourav Roy
2022,April,BGSW,Software,Basic,Wipro,Maintenance,South,Support,4,Mumbai,Internal,1723.22,Anil Kumar,Ravi Shankar
2023,April,BGSW,Consulting,Basic,Amazon,Upgrade,South,Services,4,Mumbai,Internal,4201.27,Anil Kumar,Ravi Shankar
2023,April,BGSW,Software,Standard,Wipro,Upgrade,South,Software,3,Hyderabad,External,3409.91,Anil Kumar,Ravi Shankar
2022,January,BGSW,Services,Premium,Google,Maintenance,North,Services,4,Delhi,Internal,2937.06,Priya Singh,Manoj Verma
2021,May,BGSW,Services,Standard,Amazon,Workpacket,South,Services,4,Delhi,Internal,4894.98,Anil Kumar,Ravi Shankar
2023,April,BGSW,Services,Premium,Google,Support,South,Support,1,Delhi,External,4814.33,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Premium,Wipro,Support,North,Support,7,Kolkata,Internal,2759.8,Priya Singh,Manoj Verma
2021,May,BGSW,Software,Standard,Infosys,Support,North,Support,3,Bangalore,External,854.39,Priya Singh,Manoj Verma
2023,February,BGSW,Consulting,Basic,Wipro,Workpacket,South,Consulting,9,Chennai,External,2513.66,Anil Kumar,Ravi Shankar
2022,March,BGSW,Support,Basic,TCS,Upgrade,North,Services,7,Bangalore,Internal,4986.54,Priya Singh,Manoj Verma
2021,May,BGSW,Software,Premium,TCS,Support,South,Consulting,5,Chennai,Internal,2745.11,Anil Kumar,Ravi Shankar
2022,February,BGSW,Support,Premium,Microsoft,Maintenance,West,Support,6,Hyderabad,Internal,1306.34,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Support,Standard,Wipro,Workpacket,West,Services,10,Mumbai,Internal,2135.62,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Consulting,Standard,Google,Maintenance,East,Support,2,Kolkata,External,2776.74,Meena Das,Sourav Roy
2023,January,BGSW,Services,Basic,TCS,Workpacket,East,Services,3,Hyderabad,External,2191.2,Meena Das,Sourav Roy
2021,February,BGSW,Software,Standard,Wipro,Support,West,Support,8,Mumbai,External,991.04,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Standard,Amazon,Upgrade,North,Support,2,Delhi,External,4983.97,Priya Singh,Manoj Verma
2021,June,BGSW,Software,Premium,Google,Upgrade,West,Services,9,Bangalore,External,1154.81,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Services,Basic,TCS,Upgrade,North,Services,6,Mumbai,External,1460.39,Priya Singh,Manoj Verma
2021,June,BGSW,Software,Standard,Google,Workpacket,North,Services,3,Hyderabad,External,2322.81,Priya Singh,Manoj Verma
2023,April,BGSW,Software,Basic,Amazon,Maintenance,East,Consulting,1,Hyderabad,External,2039.09,Meena Das,Sourav Roy
2021,February,BGSW,Support,Standard,BBG,Upgrade,East,Consulting,7,Delhi,External,4203.57,Meena Das,Sourav Roy
2021,June,BGSW,Consulting,Standard,Wipro,Maintenance,North,Services,3,Mumbai,Internal,2747.51,Priya Singh,Manoj Verma
2021,June,BGSW,Software,Standard,Infosys,Support,East,Software,3,Kolkata,External,3375.12,Meena Das,Sourav Roy
2021,February,BGSW,Consulting,Standard,Wipro,Workpacket,South,Software,4,Delhi,Internal,4785.7,Anil Kumar,Ravi Shankar
2022,March,BGSW,Services,Standard,Google,Support,South,Software,8,Mumbai,External,2082.78,Anil Kumar,Ravi Shankar
2023,March,BGSW,Services,Premium,BBG,Upgrade,West,Support,3,Chennai,Internal,2942.43,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Software,Basic,Google,Support,West,Services,2,Hyderabad,Internal,3273.17,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Services,Basic,BBG,Support,West,Support,7,Bangalore,Internal,3995.96,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Software,Premium,Google,Upgrade,West,Software,7,Hyderabad,External,4019.88,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Support,Standard,TCS,Upgrade,East,Consulting,1,Mumbai,Internal,569.89,Meena Das,Sourav Roy
2022,May,BGSW,Support,Standard,Amazon,Upgrade,North,Consulting,9,Mumbai,Internal,3273.21,Priya Singh,Manoj Verma
2021,May,BGSW,Software,Premium,Wipro,Upgrade,West,Consulting,7,Delhi,Internal,2468.31,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Basic,Infosys,Upgrade,South,Support,9,Bangalore,External,1416.93,Anil Kumar,Ravi Shankar
2021,April,BGSW,Services,Basic,TCS,Workpacket,South,Services,10,Kolkata,Internal,3073.07,Anil Kumar,Ravi Shankar
2023,June,BGSW,Consulting,Standard,Wipro,Maintenance,South,Consulting,4,Kolkata,Internal,1836.15,Anil Kumar,Ravi Shankar
2023,April,BGSW,Support,Basic,Microsoft,Maintenance,North,Services,3,Kolkata,Internal,3372.74,Priya Singh,Manoj Verma
2021,April,BGSW,Services,Premium,Amazon,Maintenance,South,Support,3,Hyderabad,Internal,2724.1,Anil Kumar,Ravi Shankar
2021,April,BGSW,Services,Standard,TCS,Support,East,Software,2,Mumbai,Internal,1446.33,Meena Das,Sourav Roy
2022,March,BGSW,Software,Premium,Amazon,Maintenance,West,Services,3,Kolkata,Internal,1027.43,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Services,Premium,Infosys,Maintenance,East,Services,4,Chennai,Internal,2911.79,Meena Das,Sourav Roy
2021,March,BGSW,Services,Premium,Microsoft,Maintenance,North,Consulting,4,Hyderabad,Internal,1704.16,Priya Singh,Manoj Verma
2021,January,BGSW,Support,Basic,Infosys,Maintenance,West,Software,8,Mumbai,External,4650.57,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Support,Standard,Microsoft,Maintenance,East,Consulting,4,Kolkata,External,2450.62,Meena Das,Sourav Roy
2022,May,BGSW,Support,Standard,Infosys,Support,West,Software,7,Bangalore,External,2182.82,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Services,Basic,Google,Upgrade,South,Support,10,Kolkata,External,2292.38,Anil Kumar,Ravi Shankar
2021,March,BGSW,Software,Premium,Google,Workpacket,South,Services,4,Kolkata,External,2173.84,Anil Kumar,Ravi Shankar
2021,January,BGSW,Support,Basic,Microsoft,Maintenance,East,Consulting,8,Chennai,External,4544.35,Meena Das,Sourav Roy
2022,March,BGSW,Consulting,Basic,Amazon,Support,South,Support,10,Kolkata,Internal,3082.77,Anil Kumar,Ravi Shankar
2023,April,BGSW,Support,Standard,Amazon,Workpacket,West,Services,8,Mumbai,Internal,4956.17,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Software,Premium,Infosys,Maintenance,West,Software,4,Chennai,Internal,1782.67,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Consulting,Standard,Microsoft,Support,South,Support,1,Hyderabad,External,928.04,Anil Kumar,Ravi Shankar
2023,March,BGSW,Support,Standard,TCS,Maintenance,West,Software,2,Chennai,External,2722.18,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Software,Standard,TCS,Support,South,Support,10,Hyderabad,Internal,1508.06,Anil Kumar,Ravi Shankar
2021,January,BGSW,Support,Basic,Wipro,Upgrade,South,Consulting,3,Hyderabad,Internal,3758.49,Anil Kumar,Ravi Shankar
2023,January,BGSW,Services,Standard,TCS,Support,East,Services,1,Delhi,Internal,1686.77,Meena Das,Sourav Roy
2022,June,BGSW,Consulting,Premium,Infosys,Upgrade,West,Services,3,Delhi,Internal,3888.66,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Services,Basic,Infosys,Workpacket,West,Software,8,Delhi,External,3976.9,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Support,Standard,Wipro,Support,West,Support,9,Bangalore,Internal,3627.34,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Consulting,Premium,Wipro,Workpacket,South,Software,7,Bangalore,External,970.41,Anil Kumar,Ravi Shankar
2023,May,BGSW,Support,Standard,Wipro,Upgrade,North,Consulting,9,Hyderabad,Internal,1484.53,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Standard,Amazon,Support,East,Support,7,Bangalore,External,4781.73,Meena Das,Sourav Roy
2021,April,BGSW,Services,Basic,Microsoft,Workpacket,South,Services,8,Bangalore,External,628.64,Anil Kumar,Ravi Shankar
2022,March,BGSW,Services,Basic,Microsoft,Maintenance,West,Software,4,Bangalore,External,2759.86,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Support,Standard,Microsoft,Support,East,Software,7,Bangalore,External,1352.52,Meena Das,Sourav Roy
2023,March,BGSW,Software,Basic,BBG,Support,North,Services,4,Hyderabad,Internal,1018.35,Priya Singh,Manoj Verma
2023,March,BGSW,Consulting,Premium,Infosys,Support,South,Support,4,Chennai,External,2263.59,Anil Kumar,Ravi Shankar
2021,June,BGSW,Support,Standard,Amazon,Workpacket,South,Consulting,6,Kolkata,External,3676.34,Anil Kumar,Ravi Shankar
2023,January,BGSW,Services,Premium,Infosys,Upgrade,East,Support,4,Bangalore,External,3566.49,Meena Das,Sourav Roy
2021,March,BGSW,Software,Premium,Microsoft,Upgrade,North,Software,6,Hyderabad,Internal,4884.67,Priya Singh,Manoj Verma
2021,June,BGSW,Services,Basic,Google,Upgrade,South,Services,8,Bangalore,External,992.24,Anil Kumar,Ravi Shankar
2023,June,BGSW,Support,Premium,Infosys,Workpacket,South,Consulting,2,Hyderabad,External,4117.52,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Basic,Google,Upgrade,East,Support,6,Mumbai,Internal,4224.87,Meena Das,Sourav Roy
2023,March,BGSW,Software,Premium,Google,Support,East,Consulting,7,Bangalore,Internal,2107.37,Meena Das,Sourav Roy
2021,May,BGSW,Software,Standard,Amazon,Support,South,Consulting,7,Kolkata,Internal,4844.54,Anil Kumar,Ravi Shankar
2023,February,BGSW,Support,Basic,Google,Maintenance,West,Software,10,Mumbai,External,1891.95,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Support,Basic,Microsoft,Upgrade,South,Software,10,Delhi,External,995.86,Anil Kumar,Ravi Shankar
2022,June,BGSW,Consulting,Standard,Wipro,Workpacket,South,Support,10,Chennai,Internal,1866.41,Anil Kumar,Ravi Shankar
2021,March,BGSW,Services,Standard,Microsoft,Workpacket,East,Support,10,Hyderabad,Internal,2697.65,Meena Das,Sourav Roy
2022,March,BGSW,Services,Premium,Google,Workpacket,South,Support,5,Chennai,Internal,4791.58,Anil Kumar,Ravi Shankar
2021,June,BGSW,Consulting,Standard,Infosys,Support,East,Support,4,Hyderabad,External,4698.21,Meena Das,Sourav Roy
2023,June,BGSW,Software,Standard,BBG,Support,North,Support,5,Chennai,External,1279.86,Priya Singh,Manoj Verma
2023,March,BGSW,Consulting,Basic,TCS,Workpacket,West,Support,3,Mumbai,Internal,1854.78,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Software,Basic,Amazon,Upgrade,South,Software,2,Bangalore,External,3623.6,Anil Kumar,Ravi Shankar
2022,March,BGSW,Software,Standard,BBG,Upgrade,East,Software,1,Chennai,Internal,4808.71,Meena Das,Sourav Roy
2021,February,BGSW,Support,Premium,Infosys,Maintenance,West,Consulting,10,Chennai,External,740.91,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Services,Standard,TCS,Upgrade,West,Services,2,Hyderabad,External,4234.52,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Services,Standard,Infosys,Upgrade,South,Support,1,Hyderabad,Internal,3657.08,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Premium,Amazon,Workpacket,North,Support,5,Kolkata,Internal,4125.28,Priya Singh,Manoj Verma
2021,January,BGSW,Services,Premium,Infosys,Support,North,Services,4,Bangalore,Internal,2631.84,Priya Singh,Manoj Verma
2022,January,BGSW,Services,Standard,BBG,Upgrade,West,Consulting,4,Chennai,External,4197.59,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Services,Standard,Amazon,Support,West,Consulting,3,Kolkata,Internal,1268.49,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Support,Standard,Wipro,Support,North,Software,6,Kolkata,External,2260.35,Priya Singh,Manoj Verma
2022,April,BGSW,Software,Premium,Microsoft,Maintenance,South,Software,2,Chennai,External,549.59,Anil Kumar,Ravi Shankar
2021,June,BGSW,Software,Premium,Google,Workpacket,East,Software,8,Delhi,Internal,4917.89,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Standard,Wipro,Upgrade,East,Services,3,Kolkata,Internal,2083.4,Meena Das,Sourav Roy
2022,June,BGSW,Consulting,Standard,TCS,Maintenance,East,Software,2,Kolkata,External,2194.35,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Basic,Wipro,Maintenance,West,Consulting,6,Chennai,External,3130.22,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Services,Basic,Amazon,Workpacket,West,Services,2,Mumbai,External,1956.47,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Premium,Wipro,Upgrade,North,Software,2,Hyderabad,External,1015.13,Priya Singh,Manoj Verma
2022,March,BGSW,Services,Premium,Google,Support,South,Software,7,Bangalore,Internal,1380.73,Anil Kumar,Ravi Shankar
2022,June,BGSW,Support,Premium,Amazon,Workpacket,West,Software,9,Bangalore,Internal,3119.49,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Consulting,Premium,Google,Upgrade,South,Services,6,Bangalore,External,1355.62,Anil Kumar,Ravi Shankar
2023,April,BGSW,Support,Standard,Infosys,Workpacket,North,Services,8,Mumbai,External,4432.9,Priya Singh,Manoj Verma
2021,May,BGSW,Support,Premium,Microsoft,Upgrade,South,Consulting,1,Chennai,External,601.44,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Premium,TCS,Workpacket,East,Support,2,Chennai,Internal,4339.38,Meena Das,Sourav Roy
2022,May,BGSW,Services,Basic,Wipro,Support,East,Software,5,Kolkata,Internal,645.24,Meena Das,Sourav Roy
2022,February,BGSW,Support,Premium,Amazon,Workpacket,West,Support,1,Bangalore,External,828.1,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Software,Basic,Wipro,Support,South,Software,3,Delhi,Internal,968.28,Anil Kumar,Ravi Shankar
2023,February,BGSW,Support,Standard,BBG,Maintenance,West,Consulting,1,Hyderabad,Internal,3981.26,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Software,Basic,Wipro,Support,North,Software,1,Mumbai,External,3629.48,Priya Singh,Manoj Verma
